workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime
http://www.wikidata.org/entity/Q106067075,"Automated Deduction in Geometry - 10th International Workshop, ADG 2014, Coimbra, Portugal, July 9-11, 2014",https://dblp.org/db/conf/adg/adg2014.html,ADG 2014,Portugal,Coimbra,2014/7/9 2:00,2014/7/11 2:00
http://www.wikidata.org/entity/Q106067538,"Grid and Pervasive Computing - 8th International Conference, GPC 2013 and Colocated Workshops, Seoul, Korea, May 9-11, 2013",https://dblp.org/db/conf/gpc/gpc2013.html,GPC 2013,South Korea,Seoul,2013/5/9 2:00,2013/5/11 2:00
http://www.wikidata.org/entity/Q105957923,"Second Doctoral Workshop in Artificial Intelligence (DWAI 2014), 13th Symposium of the Italian Association for Artificial Intelligence ""Artificial Intelligence for Society and Economy"" (AI*IA 2014), Pisa, Italy, December 11, 2014",https://dblp.org/db/conf/aiia/dwai2014.html,DWAI 2014,Italy,Pisa,2014/12/11 1:00,2014/12/11 1:00
http://www.wikidata.org/entity/Q106067564,"Artificial Neural Networks in Pattern Recognition - 8th IAPR TC3 Workshop, ANNPR 2018, Siena, Italy, September 19-21, 2018",https://dblp.org/db/conf/annpr/annpr2018.html,ANNPR 2018,Italy,Siena,2018/9/19 2:00,2018/9/21 2:00
http://www.wikidata.org/entity/Q105944436,"6th Workshop on Computational Models of Narrative, CMN 2015, May 26-28, 2015, Atlanta, GA, USA",https://dblp.org/db/conf/cmn/cmn2015.html,CMN 2015,United States of America,Atlanta,2015/5/26 2:00,2015/5/28 2:00
http://www.wikidata.org/entity/Q106067599,"Information Security, Third International Workshop, ISW 2000, Wollongong, NSW, Australia, December 20-21, 2000",https://dblp.org/db/conf/isw/isw2000.html,ISW 2000,Australia,Wollongong,2000/12/20 1:00,2000/12/21 1:00
http://www.wikidata.org/entity/Q106068674,"Combinatorial Image Analysis, 10th InternationalWorkshop, IWCIA 2004, Auckland, New Zealand, December 1-3, 2004",https://dblp.org/db/conf/iwcia/iwcia2004.html,IWCIA 2004,New Zealand,Auckland,2004/12/1 1:00,2004/12/3 1:00
http://www.wikidata.org/entity/Q106067349,"Wireless Systems and Mobility in Next Generation Internet, First International Workshop of the EURO-NGI Network of Excellence, Dagstuhl Castle, Germany, June 7-9, 2004",https://dblp.org/db/conf/eurongi/eurongi2004.html,EuroNGI Workshop 2004,Germany,Dagstuhl,2004/6/7 2:00,2004/6/9 2:00
http://www.wikidata.org/entity/Q105944385,"Quality of Service in Multiservice IP Networks, Third International Workshop, QoS-IP 2005, Catania, Italy, February 2-4, 2005",https://dblp.org/db/conf/qosip/qosip2005.html,QoS-IP 2005,Italy,Catania,2005/2/2 1:00,2005/2/4 1:00
http://www.wikidata.org/entity/Q106068669,"2014 Workshop on Behaviour Modelling - Foundations and Applications, BM-FA 2014, York, United Kingdom, July 22-22, 2014",https://dblp.org/db/conf/bmfa/bmfa2014.html,BM-FA 2014,United Kingdom,York,2014/7/22 2:00,2014/7/22 2:00
http://www.wikidata.org/entity/Q105944438,"2013 Workshop on Computational Models of Narrative, CMN 2013, August 4-6, 2013, Hamburg, Germany",https://dblp.org/db/conf/cmn/cmn2013.html,CMN 2013,Germany,Hamburg,2013/8/4 2:00,2013/8/6 2:00
http://www.wikidata.org/entity/Q106068671,"Cellular Automata and Discrete Complex Systems - 21st IFIP WG 1.5 International Workshop, AUTOMATA 2015, Turku, Finland, June 8-10, 2015",https://dblp.org/db/conf/automata/automata2015.html,Automata 2015,Finland,Turku,2015/6/8 2:00,2015/6/10 2:00
http://www.wikidata.org/entity/Q105957581,"Popularize Artificial Intelligence, AI*IA Workshop and Prize for Celebrating 100th Anniversary of Alan Turing's Birth, Rome, Italy, June 15, 2012",https://dblp.org/db/conf/aiia/pai2012.html,PAI 2012,Italy,Rome,2012/6/15 2:00,2012/6/15 2:00
http://www.wikidata.org/entity/Q106035695,"8th International Workshop on Quantum Physics and Logic, QPL 2011, Nijmegen, Netherlands, October 27-29, 2011",https://dblp.org/db/series/eptcs/eptcs95.html,QPL 2011,Netherlands,Nijmegen,2011/10/27 2:00,2011/10/29 2:00
http://www.wikidata.org/entity/Q106067316,"Digital Cities II, Computational and Sociological Approaches, Second Kyoto Workshop on Digital Cities, Kyoto, Japan, October 18-20, 2001",https://dblp.org/db/conf/digitalCities/digitalCities2001.html,Digital Cities 2001,Japan,Kyoto,2001/10/18 2:00,2001/10/20 2:00
http://www.wikidata.org/entity/Q106067125,"Computational Logic in Multi-Agent Systems - 13th International Workshop, CLIMA XIII, Montpellier, France, August 27-28, 2012",https://dblp.org/db/conf/clima/clima2012.html,CLIMA 2012,France,Montpellier,2012/8/27 2:00,2012/8/28 2:00
http://www.wikidata.org/entity/Q106067557,"Haptic and Audio Interaction Design, First International Workshop, HAID 2006, Glasgow, UK, August 31 - September 1, 2006",https://dblp.org/db/conf/haid/haid2006.html,HAID 2006,United Kingdom,Glasgow,2006/8/31 2:00,2006/9/1 2:00
http://www.wikidata.org/entity/Q106067521,"Dependable Computing - 14th European Workshop, EWDC 2013, Coimbra, Portugal, May 15-16, 2013",https://dblp.org/db/conf/ewdc/ewdc2013.html,EWDC 2013,Portugal,Coimbra,2013/5/15 2:00,2013/5/16 2:00
http://www.wikidata.org/entity/Q106035613,"Parallel and Distributed Processing, 10 IPPS/SPDP'98 Workshops Held in Conjunction with the 12th International Parallel Processing Symposium and 9th Symposium on Parallel and Distributed Processing, Orlando, Florida, USA, March 30 - April 3, 1998",https://dblp.org/db/conf/ipps/ippsw1998.html,IPPS/SPDP Workshops 1998,United States of America,Orlando,1998/3/30 2:00,1998/4/3 2:00
http://www.wikidata.org/entity/Q106067127,"Computational Logic in Multi-Agent Systems - 10th International Workshop, CLIMA X, Hamburg, Germany, September 9-10, 2009",https://dblp.org/db/conf/clima/clima2009.html,CLIMA 2009,Germany,Hamburg,2009/9/9 2:00,2009/9/10 2:00
http://www.wikidata.org/entity/Q106067602,"Intelligent Computing in Engineering and Architecture, 13th EG-ICE Workshop 2006, Ascona, Switzerland, June 25-30, 2006",https://dblp.org/db/conf/egice/egice2006.html,EG-ICE 2006,Switzerland,Ascona,2006/6/25 2:00,2006/6/30 2:00
http://www.wikidata.org/entity/Q106067547,"Haptic and Audio Interaction Design - 8th International Workshop, HAID 2013, Daejeon, Korea, April 18-19, 2013",https://dblp.org/db/conf/haid/haid2013.html,HAID 2013,South Korea,Daejeon,2013/4/18 2:00,2013/4/19 2:00
http://www.wikidata.org/entity/Q106067340,"Engineering Societies in the Agents World X, 10th International Workshop, ESAW 2009, Utrecht, The Netherlands, November 18-20, 2009",https://dblp.org/db/conf/esaw/esaw2009.html,ESAW 2009,Netherlands,Utrecht,2009/11/18 1:00,2009/11/20 1:00
http://www.wikidata.org/entity/Q106067338,"Energy Minimization Methods in Computer Vision and Pattern Recognition, Second International Workshop, EMMCVPR'99, York, UK, July 26-29, 1999",https://dblp.org/db/conf/emmcvpr/emmcvpr1999.html,EMMCVPR 1999,United Kingdom,York,1999/7/26 2:00,1999/7/29 2:00
http://www.wikidata.org/entity/Q106067566,"Graphics Recognition, Recent Advances, Third International Workshop, GREC'99 Jaipur, India, September 26-27, 1999",https://dblp.org/db/conf/grec/grec1999.html,GREC 1999,India,Jaipur,1999/9/26 2:00,1999/9/27 2:00
http://www.wikidata.org/entity/Q106068667,"AI Approaches to the Complexity of Legal Systems - AICOL 2013 International Workshop, AICOL-IV@IVR, Belo Horizonte, Brazil, July 21-27, 2013",https://dblp.org/db/conf/aicol/aicol2013.html,AICOL-IV@IVR 2013,Brazil,Belo Horizonte,2013/6/21 2:00,2013/6/27 2:00
http://www.wikidata.org/entity/Q106068280,"DNA Computing, 11th International Workshop on DNA Computing, DNA11, London, ON, Canada, June 6-9, 2005",https://dblp.org/db/conf/dna/dna2005.html,DNA 2005,Canada,London,2005/6/6 2:00,2005/6/9 2:00
http://www.wikidata.org/entity/Q106067005,"Adaptive Multimedia Retrieval. Large-Scale Multimedia Retrieval and Evaluation - 9th International Workshop, AMR 2011, Barcelona, Spain, July 18-19, 2011",https://dblp.org/db/conf/amr/amr2011.html,AMR 2011,Spain,Barcelona,2011/7/18 2:00,2011/7/19 2:00
http://www.wikidata.org/entity/Q105944435,"7th Workshop on Computational Models of Narrative, CMN 2016, July 11-12, 2016, Kraków, Poland",https://dblp.org/db/conf/cmn/cmn2016.html,CMN 2016,Poland,Kraków,2016/7/11 2:00,2016/7/12 2:00
http://www.wikidata.org/entity/Q105995045,"3rd Workshop on Self-Organising Maps, WSOM 2001, Lincoln, UK, 13-15 June, 2011",https://dblp.org/db/conf/wsom/wsom2001.html,WSOM 2001,United Kingdom,Lincoln,2001/6/13 2:00,2001/6/15 2:00
http://www.wikidata.org/entity/Q106068282,"Provenance and Annotation of Data and Processes - 4th International Provenance and Annotation Workshop, IPAW 2012, Santa Barbara, CA, USA, June 19-21, 2012",https://dblp.org/db/conf/ipaw/ipaw2012.html,IPAW 2012,United States of America,Santa Barbara,2012/6/19 2:00,2012/6/21 2:00
http://www.wikidata.org/entity/Q106067384,"Genetic Programming, First European Workshop, EuroGP'98, Paris, France, April 14-15, 1998",https://dblp.org/db/conf/eurogp/eurogp1998.html,EuroGP 1998,France,Paris,1998/4/14 2:00,1998/4/15 2:00
http://www.wikidata.org/entity/Q106067352,"Machine Translation and the Lexicon, Third International EAMT Workshop, Heidelberg, Germany, April 26-28, 1993",https://dblp.org/db/conf/eamt/eamt1993.html,EAMT Workshop 1993,Germany,Heidelberg,1993/4/26 2:00,1993/4/28 2:00
http://www.wikidata.org/entity/Q106067515,"Computer Performance Engineering, 6th European Performance Engineering Workshop, EPEW 2009, London, UK, July 9-10, 2009",https://dblp.org/db/conf/epew/epew2009.html,EPEW 2009,United Kingdom,London,2009/7/9 2:00,2009/7/10 2:00
http://www.wikidata.org/entity/Q106067291,"Data Integration in the Life Sciences, 6th International Workshop, DILS 2009, Manchester, UK, July 20-22, 2009",https://dblp.org/db/conf/dils/dils2009.html,DILS 2009,United Kingdom,Manchester,2009/7/20 2:00,2009/7/22 2:00
http://www.wikidata.org/entity/Q106067003,"Evolutionary Computing, AISB International Workshop, Manchester, UK, April 7-8, 1997",https://dblp.org/db/conf/aisb/aisb1997.html,AISB 1997,United Kingdom,Manchester,1997/4/7 2:00,1997/4/8 2:00
http://www.wikidata.org/entity/Q105944393,"Robot Vision, Second International Workshop, RobVis 2008, Auckland, New Zealand, February 18-20, 2008",https://dblp.org/db/conf/robvis/robvis2008.html,RobVis 2008,New Zealand,Auckland,2008/2/18 1:00,2008/2/20 1:00
http://www.wikidata.org/entity/Q105944274,"Computational Topology in Image Context - 4th International Workshop, CTIC 2012, Bertinoro, Italy, May 28-30, 2012",https://dblp.org/db/conf/ctic/ctic2012.html,4th CTIC 2012,Italy,Bertinoro,2012/5/28 2:00,2012/5/30 2:00
http://www.wikidata.org/entity/Q105943734,"Biologically Motivated Computer Vision, First IEEE International Workshop, BMVC 2000, Seoul, Korea, May 15-17, 2000",https://dblp.org/db/conf/bmcv/bmcv2000.html,1. BMCV 2000,South Korea,Seoul,2000/5/15 2:00,2000/5/17 2:00
http://www.wikidata.org/entity/Q105944331,"Mobile Response, First International Workshop on Mobile Information Technology for Emergency Response, Mobile Response 2007, Sankt Augustin, Germany, February 22-23, 2007",https://dblp.org/db/conf/mobileresponse/mobileresponse2007.html,Mobile Response 2007,Germany,Sankt Augustin,2007/2/22 1:00,2007/2/23 1:00
http://www.wikidata.org/entity/Q105943875,"Software Architecture, 2nd European Workshop, EWSA 2005, Pisa, Italy, June 13-14, 2005",https://dblp.org/db/conf/ewsa/ewsa2005.html,2. EWSA 2005,Italy,Pisa,2005/6/13 2:00,2005/6/14 2:00
http://www.wikidata.org/entity/Q105944260,"Brain-Inspired Computing - Second International Workshop, BrainComp 2015, Cetraro, Italy, July 6-10, 2015",https://dblp.org/db/conf/braincomp/braincomp2015.html,BrainComp 2015,Italy,Cetraro,2015/7/6 2:00,2015/7/10 2:00
http://www.wikidata.org/entity/Q105943731,"Biologically Motivated Computer Vision Second International Workshop, BMCV 2002, Tübingen, Germany, November 22-24, 2002",https://dblp.org/db/conf/bmcv/bmcv2002.html,2. BMCV 2002,Germany,Tübingen,2002/11/22 1:00,2002/11/24 1:00
http://www.wikidata.org/entity/Q105944336,"Software Product-Family Engineering, 5th International Workshop, PFE 2003, Siena, Italy, November 4-6, 2003",https://dblp.org/db/conf/pfe/pfe2003.html,5. PFE 2003,Italy,Siena,2003/11/4 1:00,2003/11/6 1:00
http://www.wikidata.org/entity/Q105944356,"Languages, Compilers, and Run-Time Systems for Scalable Computers, 5th International Workshop, LCR 2000, Rochester, NY, USA, May 25-27, 2000",https://dblp.org/db/conf/lcr/lcr2000.html,5. LCR 2000,United States of America,Rochester,2000/5/25 2:00,2000/5/27 2:00
http://www.wikidata.org/entity/Q105943905,"Human-Computer Interaction, Tourism and Cultural Heritage - First International Workshop, HCITOCH 2010, Brescello, Italy, September 7-8, 2010",https://dblp.org/db/conf/hcitoch/hcitoch2010.html,1. HCITOCH 2010,Italy,Brescello,2010/9/7 2:00,2010/9/8 2:00
http://www.wikidata.org/entity/Q105944265,"Brain-Inspired Computing - International Workshop, BrainComp 2013, Cetraro, Italy, July 8-11, 2013",https://dblp.org/db/conf/braincomp/braincomp2013.html,BrainComp 2013,Italy,Cetraro,2013/7/8 2:00,2013/7/11 2:00
http://www.wikidata.org/entity/Q105891134,"Post-Quantum Cryptography - 8th International Workshop, PQCrypto 2017, Utrecht, The Netherlands, June 26-28, 2017",https://dblp.org/db/conf/pqcrypto/pqcrypto2017.html,PQCrypto 2017,Netherlands,Utrecht,2017/6/26 2:00,2017/6/28 2:00
http://www.wikidata.org/entity/Q105943906,"IP Operations and Management, 9th IEEE International Workshop, IPOM 2009, Venice, Italy, October 29-30, 2009",https://dblp.org/db/conf/ipom/ipom2009.html,IPOM 2009,Italy,Venice,2009/10/29 1:00,2009/10/30 1:00
http://www.wikidata.org/entity/Q105943738,"Biometrics and Identity Management, First European Workshop, BIOID 2008, Roskilde, Denmark, May 7-9, 2008",https://dblp.org/db/conf/bioid/bioid2008.html,BIOID 2008,Denmark,Roskilde,2008/5/7 2:00,2008/5/9 2:00
http://www.wikidata.org/entity/Q105891137,"Post-Quantum Cryptography - 6th International Workshop, PQCrypto 2014, Waterloo, ON, Canada, October 1-3, 2014",https://dblp.org/db/conf/pqcrypto/pqcrypto2014.html,PQCrypto 2014,Canada,Waterloo,2014/10/1 2:00,2014/10/3 2:00
http://www.wikidata.org/entity/Q105943909,"IP Operations and Management, 7th IEEE International Workshop, IPOM 2007, San José, USA, October 31 - November 2, 2007",https://dblp.org/db/conf/ipom/ipom2007.html,IPOM 2007,United States of America,San Jose,2007/10/31 1:00,2007/11/2 1:00
http://www.wikidata.org/entity/Q105943907,"IP Operations and Management, 8th IEEE International Workshop, IPOM 2008, Samos Island, Greece, September 22-26, 2008",https://dblp.org/db/conf/ipom/ipom2008.html,IPOM 2008,Greece,Samos,2008/9/22 2:00,2008/9/26 2:00
http://www.wikidata.org/entity/Q105944324,"1st International Workshop on Information-Communication Technologies & Embedded Systems (ICTES 2019), Mykolaiv, Ukraine, November 14-15, 2019",https://dblp.org/db/conf/ictes/ictes2019.html,ICTES 2020,Ukraine,Mykolaiv,2019/11/14 1:00,2019/11/15 1:00
http://www.wikidata.org/entity/Q105943029,"Symbiotic Interaction - Third International Workshop, Symbiotic 2014, Helsinki, Finland, October 30-31, 2014",https://dblp.org/db/conf/symbiotic/symbiotic2014.html,Symbiotic 2014,Finland,Helsinki,2014/10/30 1:00,2014/10/31 1:00
http://www.wikidata.org/entity/Q105944277,"1st International Workshop on Control, Optimisation and Analytical Processing of Social Networks (COAPSN-2019), Lviv, Ukraine, May 16-17, 2019",https://dblp.org/db/conf/coapsn/coapsn2019.html,1st COAPSN 2019,Ukraine,Lviv,2019/5/16 2:00,2019/5/17 2:00
http://www.wikidata.org/entity/Q105891142,"Post-Quantum Cryptography, Third International Workshop, PQCrypto 2010, Darmstadt, Germany, May 25-28, 2010",https://dblp.org/db/conf/pqcrypto/pqcrypto2010.html,PQCrypto 2010,Germany,Darmstadt,2010/5/25 2:00,2010/5/28 2:00
http://www.wikidata.org/entity/Q105943874,"Software Architecture, Third European Workshop, EWSA 2006, Nantes, France, September 4-5, 2006",https://dblp.org/db/conf/ewsa/ewsa2006.html,3. EWSA 2006,France,Nantes,2006/9/4 2:00,2006/9/5 2:00
http://www.wikidata.org/entity/Q105944251,"1st International Workshop on Arabic Script Analysis and Recognition, ASAR 2017, Nancy, France, April 3-5, 2017",https://dblp.org/db/conf/asar/asar2017.html,ASAR 2017,France,Nancy,2017/4/3 2:00,2017/4/5 2:00
http://www.wikidata.org/entity/Q105944363,"Massively Multi-Agent Systems I, First International Workshop, MMAS 2004, Kyoto, Japan, December 10-11, 2004",https://dblp.org/db/conf/mmas/mmas2004.html,MMAS 2004,Japan,Kyoto,2004/12/10 1:00,2004/12/11 1:00
http://www.wikidata.org/entity/Q105943903,"Human-Computer Interaction, Tourism and Cultural Heritage - Second International Workshop, HCITOCH 2011, Córdoba, Argentina, September 14-15, 2011",https://dblp.org/db/conf/hcitoch/hcitoch2011.html,2. HCITOCH 2011,Argentina,Córdoba,2011/9/14 2:00,2011/9/15 2:00
http://www.wikidata.org/entity/Q105891139,"Post-Quantum Cryptography - 5th International Workshop, PQCrypto 2013, Limoges, France, June 4-7, 2013",https://dblp.org/db/conf/pqcrypto/pqcrypto2013.html,PQCrypto 2013,France,Limoges,2013/6/4 2:00,2013/6/7 2:00
http://www.wikidata.org/entity/Q105943864,"Eurographics Workshop on Computer Animation and Simulation 1997, Budapest, Hungary, September 2-3, 1997",https://dblp.org/db/conf/egcas/egcas1997.html,8th Computer Animation and Simulation 1997,Hungary,Budapest,1997/9/2 2:00,1997/9/3 2:00
http://www.wikidata.org/entity/Q105943862,"Eurographics Workshop on Computer Animation and Simulation 1999, Milan, Italy, September 7-8, 1999",https://dblp.org/db/conf/egcas/egcas1999.html,10th Computer Animation and Simulation 1999,Italy,Milan,1999/9/7 2:00,1999/9/8 2:00
http://www.wikidata.org/entity/Q105943876,"Software Architecture, First European Workshop, EWSA 2004, St Andrews, UK, May 21-22, 2004",https://dblp.org/db/conf/ewsa/ewsa2004.html,1. EWSA 2004,United Kingdom,St Andrews,2004/5/21 2:00,2004/5/22 2:00
http://www.wikidata.org/entity/Q105943780,"Construction and Analysis of Safe, Secure, and Interoperable Smart Devices, Second International Workshop, CASSIS 2005, Nice, France, March 8-11, 2005",https://dblp.org/db/conf/cassis/cassis2005.html,CASSIS 2005,France,Nice,2005/3/8 1:00,2005/3/11 1:00
http://www.wikidata.org/entity/Q105943910,"Autonomic Principles of IP Operations and Management, 6th IEEE International Workshop on IP Operations and Management, IPOM 2006, Dublin, Ireland, October 23-25, 2006",https://dblp.org/db/conf/ipom/ipom2006.html,IPOM 2006,Republic of Ireland,Dublin,2006/10/23 2:00,2006/10/25 2:00
http://www.wikidata.org/entity/Q105891132,"Post-Quantum Cryptography - 10th International Conference, PQCrypto 2019, Chongqing, China, May 8-10, 2019",https://dblp.org/db/conf/pqcrypto/pqcrypto2019.html,PQCrypto 2019,People's Republic of China,Chongqing,2019/5/8 2:00,2019/5/10 2:00
http://www.wikidata.org/entity/Q105944271,"Computational Topology in Image Context - 7th International Workshop, CTIC 2019, Málaga, Spain, January 24-25, 2019",https://dblp.org/db/conf/ctic/ctic2019.html,7th CTIC 2019,Spain,Málaga,2019/1/24 1:00,2019/1/25 1:00
http://www.wikidata.org/entity/Q105943717,"Algebraic Frames for the Perception-Action Cycle, International Workshop, AFPAC'97, Kiel, Germany, September 8-9, 1997",https://dblp.org/db/conf/afpac/afpac1997.html,2. AFPAC 1997,Germany,Kiel,1997/9/8 2:00,1997/9/9 2:00
http://www.wikidata.org/entity/Q105944342,"Word Equations and Related Topics, Second International Workshop, IWWERT '91, Rouen, France, October 7-9, 1991",https://dblp.org/db/conf/iwwert/iwwert1991.html,2. IWWERT 1991,France,Rouen,1991/10/7 2:00,1991/10/9 2:00
http://www.wikidata.org/entity/Q105943737,"Biometrics and ID Management - COST 2101 European Workshop, BioID 2011, Brandenburg (Havel), Germany, March 8-10, 2011",https://dblp.org/db/conf/bioid/bioid2011.html,BIOID 2011,Germany,Brandenburg an der Havel,2011/3/8 1:00,2011/3/10 1:00
http://www.wikidata.org/entity/Q105944280,"2nd International Workshop on Information, Computation, and Control Systems for Distributed Environments, ICCS-DE 2020, Irkutsk, Russia, July 6-7, 2020",https://dblp.org/db/conf/iccs-de/iccs-de2020.html,2nd ICCS-DE 2020,Russia,Irkutsk,2020/7/6 2:00,2020/7/7 2:00
http://www.wikidata.org/entity/Q105944343,"Word Equations and Related Topics, First International Workshop, IWWERT '90, Tübingen, Germany, October 1-3, 1990",https://dblp.org/db/conf/iwwert/iwwert1990.html,1. IWWERT 1990,Germany,Tübingen,1990/10/1 2:00,1990/10/3 2:00
http://www.wikidata.org/entity/Q105943025,"Symbiotic Interaction - 6th International Workshop, Symbiotic 2017, Eindhoven, The Netherlands, December 18-19, 2017",https://dblp.org/db/conf/symbiotic/symbiotic2017.html,Symbiotic 2017,Netherlands,Eindhoven,2017/12/18 1:00,2017/12/19 1:00
